Customer Name,Sales,Profit,Frequency,Segment
Matt Hagelstein,1252.8,122.3612,6,Low Value
Matthew Clasen,795.154,-247.94350000000003,8,Low Value
Matthew Grinstein,3785.276,341.898,14,Medium Value
Maureen Fritzler,937.039,-341.52650000000006,8,Low Value
Maureen Gastineau,2350.188,25.888599999999972,10,Medium Value
Maureen Gnade,1342.282,-398.79319999999996,7,Low Value
Maurice Satty,1613.402,247.4348,15,Low Value
Max Engle,1908.4532,77.81280000000001,13,Low Value
Max Jones,6320.746,1054.5529000000001,15,High Value
Max Ludwig,2071.9139999999998,409.51120000000003,13,Medium Value
Maxwell Schwartz,3144.678,280.85839999999996,19,Medium Value
Maya Herman,2203.7780000000002,238.5614,11,Medium Value
Meg O'Connel,1687.0269999999998,169.34369999999998,11,Low Value
Meg Tillman,2890.139,509.0068,10,Medium Value
Melanie Seite,370.348,19.431199999999997,5,Low Value
Michael Chen,3805.714,698.4174,14,Medium Value
Michael Dominguez,1204.91,-4.040300000000002,8,Low Value
Michael Grace,1242.8329999999999,-470.7684,7,Low Value
Michael Granlund,776.384,171.7372,13,Low Value
Michael Kennedy,2302.368,-405.3559,17,Medium Value
Michael Moore,3794.0800000000004,82.12499999999997,16,Medium Value
Michael Nguyen,2477.946,290.8227,10,Medium Value
Michael Oakman,154.288,-82.0074,4,Low Value
Michael Paige,3983.6420000000003,638.1563,20,Medium Value
Michael Stewart,855.116,55.226,11,Low Value
Michelle Arnett,2453.284,280.7822,12,Medium Value
Michelle Ellison,1256.944,107.3604,6,Low Value
Michelle Huthwaite,2984.948,476.9032,10,Medium Value
Michelle Lonsdale,742.082,138.71620000000001,4,Low Value
Michelle Moray,2749.881,-520.3443,19,Medium Value
Michelle Tran,1319.4498,-23.676300000000005,11,Low Value
Mick Brown,1428.231,117.8057,10,Low Value
Mick Crebagga,2218.98,-64.1668,19,Medium Value
Mick Hernandez,5503.093,170.9746,22,High Value
Mike Caudle,1581.9979999999998,121.7565,11,Low Value
Mike Gockenbach,3061.543,-93.603,8,Medium Value
Mike Kennedy,1031.602,227.83380000000002,11,Low Value
Mike Pelletier,5087.92,226.4529,19,High Value
Mike Vittorini,1734.574,273.8582,11,Low Value
Mitch Gastineau,16.739,-1.2453,2,Low Value
Mitch Webber,5341.900000000001,1238.422,14,High Value
Mitch Willingham,5253.876,1665.516,3,High Value
Monica Federle,1758.3,456.86080000000004,12,Low Value
Muhammed Lee,162.232,42.6648,3,Low Value
Muhammed MacIntyre,775.414,58.8916,12,Low Value
Muhammed Yedwab,4152.696,-371.7111,21,Medium Value
Nancy Lomonaco,1418.0900000000001,343.6381,10,Low Value
Naresj Patel,5529.62,1208.8890000000001,21,High Value
Nat Carroll,2461.404,580.3075,17,Medium Value
Nat Gilpin,1869.58,313.63349999999997,16,Low Value
Natalie DeCherney,4326.139,353.64549999999997,18,Medium Value
Natalie Fritzler,8322.826,-1695.9714,14,High Value
Natalie Webber,7234.014,1023.123,22,High Value
Nathan Cano,2218.9900000000002,-2204.8072,14,Medium Value
Nathan Gelder,1395.9379999999999,217.0893,9,Low Value
Nathan Mautz,6459.344,2751.6848999999997,14,High Value
Neil Ducich,2893.455,443.33680000000004,8,Medium Value
Neil Französisch,377.16200000000003,85.92779999999999,4,Low Value
Neil Knudson,572.048,121.2177,11,Low Value
Neola Schneider,2575.863,-12.303999999999997,15,Medium Value
Neoma Murray,2161.979,788.9525000000001,15,Medium Value
Nick Crebassa,8241.739,1314.758,15,High Value
Nick Radford,2367.277,-25.148799999999966,13,Medium Value
Nick Zandusky,2488.31,402.4236,20,Medium Value
Nicole Brennan,273.87199999999996,24.788800000000002,2,Low Value
Nicole Fjeld,2031.472,388.2131,12,Medium Value
Nicole Hansen,2673.29,760.1666,11,Medium Value
Noah Childs,1821.742,-359.02099999999996,9,Low Value
Noel Staavos,2964.823,-234.7714,26,Medium Value
Nona Balk,1972.599,117.6429,17,Low Value
Nora Paige,3908.402,514.6002,10,Medium Value
Nora Pelletier,1228.698,514.5017,7,Low Value
Nora Preis,7903.1825,631.2282,13,High Value
Odella Nelson,1567.52,-5.88900000000001,15,Low Value
Olvera Toch,3818.624,-925.1203,10,Medium Value
Pamela Coakley,1832.064,272.685,5,Low Value
Pamela Stobb,2181.479,-134.441,21,Medium Value
Parhena Norris,1467.152,192.0396,13,Low Value
Patricia Hirasaki,729.648,47.8878,2,Low Value
Patrick Bzostek,740.356,229.2257,10,Low Value
Patrick Gardner,3086.907,137.46130000000002,26,Medium Value
Patrick Jones,1220.09,442.1355,13,Low Value
Patrick O'Brill,7473.8282,38.47569999999996,22,High Value
Patrick O'Donnell,2493.214,437.8533,13,Medium Value
Patrick Ryan,1840.178,247.6226,12,Low Value
Paul Gonzalez,1987.164,334.5163,17,Low Value
Paul Knutson,1441.152,-798.705,3,Low Value
Paul Lucas,239.481,-0.7527000000000026,8,Low Value
Paul MacIntyre,1405.402,157.8768,4,Low Value
Paul Prost,7252.608,1495.0854,34,High Value
Paul Stevenson,1278.639,198.5099,13,Low Value
Paul Van Hugh,2876.046,434.52840000000003,13,Medium Value
Pauline Chand,1061.488,-184.3364,3,Low Value
Pauline Johnson,1824.2340000000002,682.9979000000001,10,Low Value
Pauline Webber,3454.916,803.8169,13,Medium Value
Penelope Sewall,6843.634,1742.7296999999999,13,High Value
Pete Armstrong,729.408,225.8588,7,Low Value
Pete Kriz,8646.934,2038.2676000000001,25,High Value
Pete Takahito,160.572,-20.0508,7,Low Value
Peter Bühler,688.324,218.15970000000002,5,Low Value
Peter Fuller,9062.864,-614.2943000000001,19,High Value
Peter McVee,4115.662,526.7537,7,Medium Value
Philip Brown,1456.95,280.6606,11,Low Value
Philip Fox,2770.0,196.87389999999996,10,Medium Value
Philisse Overcash,4893.043,1155.4331,18,Medium Value
Phillina Ober,1056.858,-49.70089999999999,10,Low Value
Phillip Breyer,132.738,21.897000000000002,2,Low Value
Phillip Flathmann,2206.1279999999997,591.3118000000001,10,Medium Value
Pierre Wener,3922.4150000000004,1290.354,12,Medium Value
Quincy Jones,6108.338,1203.6768,13,High Value
Rachel Payne,954.6452,59.538399999999996,12,Low Value
Ralph Arnett,2617.906,546.0882,17,Medium Value
Ralph Kennedy,1460.192,269.688,8,Low Value
Ralph Ritter,615.932,-73.835,4,Low Value
Randy Bradley,1008.1959999999999,-164.40619999999998,6,Low Value
Randy Ferguson,3309.15,633.7072000000001,16,Medium Value
Raymond Buch,15117.339,6976.0959,18,High Value
Raymond Messe,1453.474,392.1499,9,Low Value
Resi Pölking,5153.084,465.25030000000015,25,High Value
Ricardo Emerson,48.36,6.045,1,Low Value
Ricardo Sperren,3221.29,633.4513999999999,9,Medium Value
Richard Bierner,2663.0860000000002,477.23990000000003,16,Medium Value
Richard Eichhorn,876.696,209.2294,9,Low Value
Rick Bensley,4715.466,640.5466,23,Medium Value
Rick Duston,4272.93,480.594,15,Medium Value
Rick Hansen,3621.3759999999997,563.7877,8,Medium Value
Rick Huthwaite,6979.18,1289.4535,12,High Value
Rick Reed,3302.2619999999997,721.6826,10,Medium Value
Rick Wilson,7397.401,1586.6273,23,High Value
Ritsa Hightower,740.382,0.30570000000000164,3,Low Value
Rob Beeghly,528.546,76.8879,9,Low Value
Rob Dowd,2912.8940000000002,734.5158,19,Medium Value
Rob Haberlin,2085.7400000000002,172.6261,11,Medium Value
Rob Lucas,6234.91,488.14840000000004,24,High Value
Rob Williams,3279.746,698.8325,16,Medium Value
Robert Barroso,221.084,72.679,7,Low Value
Robert Dilbeck,2786.632,835.772,5,Medium Value
Robert Marley,5979.0960000000005,1902.5438000000001,11,High Value
Robert Waldorf,3495.646,707.5503,15,Medium Value
Roger Barcio,2067.45,243.07549999999998,7,Medium Value
Roger Demir,1419.737,207.3304,20,Low Value
Roland Fjeld,2341.2960000000003,711.6168,14,Medium Value
Roland Murray,98.35,28.6879,2,Low Value
Roland Schwarz,4159.7699999999995,1206.3851,14,Medium Value
Rose O'Brian,3815.478,-1262.5716000000002,12,Medium Value
Ross Baird,5633.316000000001,-461.73319999999995,18,High Value
Ross DeVincentis,1137.616,318.4625,16,Low Value
Roy Collins,966.409,63.991400000000006,10,Low Value
Roy Französisch,945.222,280.0261,11,Low Value
Roy Phan,2170.716,594.5868,15,Medium Value
Roy Skaria,22.328,9.5838,3,Low Value
Ruben Ausman,3832.314,1292.8656,15,Medium Value
Ruben Dartt,3133.924,455.5292,21,Medium Value
Russell Applegate,4793.543,304.8673,22,Medium Value
Russell D'Ascenzo,970.9420000000001,35.05740000000001,10,Low Value
Ryan Akin,1686.9225,-445.695,9,Low Value
Ryan Crowe,885.752,10.563300000000002,11,Low Value
Sally Hughsby,3406.8395,558.4739999999999,29,Medium Value
Sally Knutson,883.409,168.7933,5,Low Value
Sally Matthias,244.49399999999997,-26.5927,6,Low Value
Sam Craven,3362.9636,-317.0508,17,Medium Value
Sam Zeldin,3625.329,366.43030000000005,20,Medium Value
Sample Company A,4624.572,1011.7443,15,Medium Value
Sandra Flanagan,763.5459999999999,228.1623,9,Low Value
Sandra Glassco,3406.5809999999997,570.438,11,Medium Value
Sanjit Chand,14142.333999999999,5757.411899999999,22,High Value
Sanjit Engle,12209.438000000002,2650.6769,19,High Value
Sanjit Jacobs,3949.656,144.1189,24,Medium Value
Saphhira Shifley,1324.028,332.3487,21,Low Value
Sara Luxemburg,3053.012,527.9715,9,Medium Value
Sarah Bern,1348.02,157.6658,7,Low Value
Sarah Brown,6410.996,885.4623999999999,12,High Value
Sarah Foster,3422.7859999999996,286.9046,15,Medium Value
Sarah Jordon,1341.036,-23.5137,10,Low Value
Scot Coram,4371.9580000000005,440.14099999999996,11,Medium Value
Scot Wooten,1085.078,-19.60620000000001,10,Low Value
Scott Cohen,3729.7929999999997,671.0033999999999,18,Medium Value
Scott Williamson,1966.65,332.8725,7,Low Value
Sean Braxton,8057.891,-2082.7451,17,High Value
Sean Christensen,3979.065,229.1617,12,Medium Value
Sean Miller,25043.05,-1980.7393,15,High Value
Sean O'Donnell,2602.5755,-81.0858,15,Medium Value
Sean Wendt,1019.044,95.8383,6,Low Value
Seth Vernon,11470.949999999999,1199.4242,32,High Value
Shahid Collister,5992.536,236.66149999999996,20,High Value
Shahid Hopkins,2180.718,-144.5229,15,Medium Value
Shahid Shariari,3056.8070000000002,-1010.9738,12,Medium Value
Sharelle Roach,3233.481,-3333.9144,9,Medium Value
Shaun Chance,1874.998,379.5611,10,Low Value
Shaun Weien,2921.544,793.6548,9,Medium Value
Sheri Gordon,1884.798,-119.0105,14,Low Value
Shirley Daniels,6121.114,1985.1671999999999,21,High Value
Shirley Jackson,1318.776,68.09629999999999,7,Low Value
Shirley Schmidt,613.4,199.93449999999999,6,Low Value
Shui Tom,433.34000000000003,84.4419,12,Low Value
Sibella Parks,1306.086,-118.77570000000001,10,Low Value
Skye Norling,1860.418,-716.8565000000001,15,Low Value
Sonia Cooley,902.7280000000001,100.2253,7,Low Value
Sonia Sunley,418.49,135.5401,9,Low Value
Speros Goranitis,3124.832,463.269,13,Medium Value
Stefania Perrino,5440.319,-270.42819999999995,24,High Value
Stefanie Holloman,2096.392,260.6258,2,Medium Value
Stephanie Phelps,1872.4360000000001,268.4782,15,Low Value
Stephanie Ulpright,2595.364,763.4719,18,Medium Value
Steve Carroll,1254.64,370.1578,8,Low Value
Steve Chapman,2576.408,611.8291,14,Medium Value
Steve Nguyen,3127.9592,481.74989999999997,19,Medium Value
Steven Cartwright,5226.21,1276.6513,26,High Value
Steven Roelle,4345.8859999999995,1990.4243999999999,12,Medium Value
Steven Ward,758.6959999999999,68.2416,8,Low Value
Stewart Carmichael,4492.657,-671.1874,21,Medium Value
Stewart Visinsky,4105.305,485.0272,25,Medium Value
Stuart Calhoun,279.25600000000003,51.8252,5,Low Value
Stuart Van,1271.0900000000001,199.6502,6,Low Value
Sue Ann Reed,4767.3415,610.1496000000001,21,Medium Value
Sung Chung,280.632,31.1757,4,Low Value
Sung Pak,4282.94,566.7226,24,Medium Value
Sung Shariari,964.636,-75.586,15,Low Value
Susan Gilcrest,47.946,-3.7073,5,Low Value
Susan MacKendrick,1043.041,-237.2885,6,Low Value
Susan Pistek,3990.689,14.692400000000003,14,Medium Value
Susan Vittorini,1903.491,106.8912,13,Low Value
Suzanne McNair,5563.392,581.5741999999999,22,High Value
Sylvia Foulston,3336.535,539.9352,17,Medium Value
Tamara Chand,19052.218,8981.323900000001,12,High Value
Tamara Dahlen,1434.5480000000002,88.1897,16,Low Value
Tamara Manning,2955.2259999999997,573.3013,19,Medium Value
Tamara Willingham,5278.826,737.3905,12,High Value
Tanja Norvell,3130.221,-692.0452,12,Medium Value
Ted Butterfield,1467.881,390.2113,18,Low Value
Ted Trevino,4915.602,751.9567,14,Medium Value
Thais Sissman,4.833,-3.3156,2,Low Value
Thea Hendricks,2422.824,-135.2125,7,Medium Value
Thea Hudgings,2942.772,-252.5539,9,Medium Value
Theone Pippenger,4454.0560000000005,1129.1261,16,Medium Value
Theresa Coyne,1038.26,265.5332,4,Low Value
Theresa Swint,2163.6240000000003,260.87440000000004,17,Medium Value
Thomas Boland,3589.296,829.1635,11,Medium Value
Thomas Brumley,816.1740000000001,179.0038,4,Low Value
Thomas Seio,5371.09,862.8877,19,High Value
Thomas Thornton,1427.0439999999999,278.7371,15,Low Value
Tiffany House,1022.201,92.729,13,Low Value
Tim Brockman,1602.376,260.6155,19,Low Value
Tim Taslimi,439.5,93.9162,3,Low Value
Toby Braunhardt,2198.45,490.9567,11,Medium Value
Toby Carlisle,4266.812,606.3727,16,Medium Value
Toby Gnade,3058.372,682.1704,9,Medium Value
Toby Ritter,675.9419999999999,220.36440000000002,7,Low Value
Toby Swindell,974.7819999999999,-184.97889999999998,12,Low Value
Todd Boyes,834.328,268.967,13,Low Value
Todd Sumrall,11891.751,2371.7144000000003,15,High Value
Tom Ashbrook,14595.62,4703.7883,10,High Value
Tom Boeckenhauer,9133.99,2798.3689,17,High Value
Tom Prescott,5329.0048,-1087.3898,10,High Value
Tom Stivers,2054.14,48.70169999999999,7,Medium Value
Tonja Turnell,5364.808,1124.4999,14,High Value
Tony Chapman,1244.976,119.104,11,Low Value
Tony Molinari,1094.6779999999999,292.52099999999996,4,Low Value
Tony Sayre,2243.274,11.377899999999983,14,Medium Value
Tracy Blumstein,4737.486,-1603.0451,20,Medium Value
Tracy Collins,742.5580000000001,217.933,10,Low Value
Tracy Hopkins,4234.0960000000005,-571.9678,13,Medium Value
Tracy Poddar,1936.6399999999999,139.22869999999995,10,Low Value
Tracy Zic,1707.286,224.8887,9,Low Value
Troy Blackwell,1387.559,-136.4091,7,Low Value
Troy Staebel,2820.424,-294.6981,11,Medium Value
Trudy Brown,2797.668,379.882,15,Medium Value
Trudy Glocke,2074.661,365.7205,10,Medium Value
Trudy Schmidt,3368.094,220.91629999999998,14,Medium Value
Valerie Dominguez,6442.254,1617.7874000000002,16,High Value
Valerie Mitchum,2454.866,513.5269,12,Medium Value
Valerie Takahito,1736.596,-224.08889999999997,9,Low Value
Vicky Freymann,847.944,-96.27799999999999,11,Low Value
Victor Preis,993.9019999999999,205.3888,5,Low Value
Victoria Brennan,2005.596,371.2398,10,Medium Value
Victoria Pisteka,3360.526,-1018.7768,14,Medium Value
Victoria Wilson,6134.0380000000005,-874.6645,18,High Value
Vivek Gonzalez,846.01,143.6268,8,Low Value
Vivek Grady,427.372,-52.333,6,Low Value
Vivek Sundaresam,1055.981,-262.8093,8,Low Value
Vivian Mathis,380.69,116.6373,8,Low Value
William Brown,6160.102,714.3311,37,High Value
Xylona Preis,2374.658,621.23,28,Medium Value
Yana Sorensen,6720.4439999999995,1778.2923,12,High Value
Yoseph Carroll,5454.35,1305.629,8,High Value
Zuschuss Carroll,8025.707,-1032.1490000000001,31,High Value
Zuschuss Donatelli,1493.944,249.1307,9,Low Value
